Virus,Host,blastScore,crisprScore,mashScore,wishScore
NC_019932,NC_018405,1728.0,NaN,NaN,-1.33651
# Std,,1030.49,NaN,0.0,0.002
NC_019933,NC_017325,450.0,NaN,NaN,-1.43482
NC_019933,NC_008705,NaN,NaN,0.484772,-1.45634
NC_019933,NC_014958,NaN,NaN,0.484772,-1.44662
NC_019933,NC_009077,NaN,NaN,0.484772,-1.45729
NC_019933,NC_020504,NaN,NaN,0.484772,-1.47125
NC_019933,NC_008596,NaN,NaN,0.484772,-1.45482
NC_019933,NC_018289,NaN,NaN,0.484772,-1.45481
NC_019933,NC_014497,NaN,NaN,0.484772,-1.3948
NC_019933,NC_014815,NaN,NaN,0.484772,-1.47674
NC_019933,NC_020895,NaN,NaN,0.484772,-1.4774
NC_019933,NC_008146,NaN,NaN,0.484772,-1.45627
NC_019933,NC_013131,NaN,NaN,0.484772,-1.46877
NC_019933,NC_015501,NaN,NaN,0.484772,-1.41497
NC_019933,NC_015594,NaN,NaN,0.484772,-1.41953
NC_019933,NC_014355,NaN,NaN,0.484772,-1.41405
NC_019933,NC_014391,NaN,NaN,0.484772,-1.47645
NC_019933,NC_016109,NaN,NaN,0.484772,-1.48902
NC_019933,NC_017765,NaN,NaN,0.484772,-1.47624
NC_019933,NC_001382,NaN,NaN,NaN,-1.38638
# Std,,0.0,NaN,0.0,0.029
NC_019934,NC_017641,16178.0,NaN,0.681273,-1.36413
NC_019934,NC_020260,12298.0,NaN,0.7292529999999999,-1.37115
NC_019934,NC_014121,1700.0,NaN,0.517779,-1.36327
# Std,,6119.046,NaN,0.091,0.004
NC_019935,NC_017325,212.0,NaN,NaN,-1.37235
NC_019935,NC_015736,50.0,NaN,0.537086,-1.39282
NC_019935,NC_017293,50.0,NaN,0.537086,-1.39283
NC_019935,NC_008009,NaN,NaN,NaN,-1.36104
# Std,,76.368,NaN,0.0,0.014
NC_020080,NC_014920,332.0,NaN,NaN,-1.38993
NC_020080,NC_017910,188.0,32.0,0.484772,-1.41609
NC_020080,NC_012691,248.0,NaN,0.517779,-1.38601
NC_020080,NC_014829,104.0,NaN,0.517779,-1.38984
NC_020080,NC_020888,276.0,NaN,0.517779,-1.38593
NC_020080,NC_019567,NaN,NaN,0.517779,-1.3952
NC_020080,NC_015277,NaN,NaN,NaN,-1.37591
# Std,,78.081,0.0,0.013,0.012
NC_020081,NC_009848,930.0,NaN,NaN,-1.39422
NC_020081,NC_017259,82.0,NaN,0.537086,-1.39907
NC_020081,NC_013791,84.0,NaN,NaN,-1.38523
# Std,,399.28,NaN,0.0,0.006
NC_020197,NC_002662,2014.0,NaN,0.56141,-1.3732
NC_020197,NC_006449,326.0,30.0,NaN,-1.37025
NC_020197,NC_017563,1950.0,28.0,0.666021,-1.37042
NC_020197,NC_013798,220.0,NaN,NaN,-1.36525
# Std,,855.621,1.0,0.052,0.003
NC_020201,NC_016745,248.0,NaN,NaN,-1.42547
NC_020201,NC_013421,202.0,NaN,0.517779,-1.39734
NC_020201,NC_014541,186.0,NaN,0.517779,-1.41468
NC_020201,NC_017845,192.0,NaN,0.517779,-1.39703
NC_020201,NC_001382,NaN,NaN,NaN,-1.38641
# Std,,24.352,NaN,0.0,0.014
NC_020204,NC_017511,344.0,NaN,0.517779,-1.41438
NC_020204,NC_017387,196.0,NaN,0.537086,-1.41074
NC_020204,NC_017641,50.0,NaN,NaN,-1.38609
# Std,,120.026,NaN,0.01,0.013
NC_020205,NC_012724,310.0,NaN,NaN,-1.28684
NC_020205,NC_010524,106.0,NaN,0.537086,-1.27557
NC_020205,NC_015259,72.0,NaN,0.537086,-1.28131
NC_020205,NC_016147,168.0,NaN,0.537086,-1.26645
NC_020205,NC_020302,NaN,NaN,0.537086,-1.2998
NC_020205,NC_023061,158.0,NaN,0.484772,-1.2544
# Std,,81.472,NaN,0.021,0.014
NC_020414,NC_006511,282.0,NaN,NaN,-1.41885
NC_020414,NC_011147,282.0,NaN,NaN,-1.41883
NC_020414,NC_011027,50.0,NaN,0.484772,-1.42006
NC_020414,NC_014752,52.0,NaN,0.484772,-1.42966
NC_020414,NC_010842,NaN,NaN,0.484772,-1.4266
NC_020414,NC_010602,NaN,NaN,0.484772,-1.42654
NC_020414,NC_013720,NaN,NaN,0.484772,-1.43998
NC_020414,NC_014251,NaN,NaN,0.484772,-1.40525
NC_020414,NC_017769,NaN,NaN,0.484772,-1.40508
NC_020414,NC_012469,NaN,NaN,0.484772,-1.40525
NC_020414,NC_010513,NaN,NaN,0.484772,-1.40724
NC_020414,NC_002488,NaN,NaN,0.484772,-1.40637
NC_020414,NC_001382,NaN,NaN,NaN,-1.38642
# Std,,115.502,NaN,0.0,0.014
NC_020416,NC_007984,270.0,NaN,0.484772,-1.37623
NC_020416,NC_007350,98.0,NaN,0.517779,-1.36046
NC_020416,NC_018607,NaN,NaN,0.517779,-1.37941
NC_020416,NC_012806,NaN,NaN,0.517779,-1.37184
NC_020416,NC_006142,NaN,NaN,0.517779,-1.36892
NC_020416,NC_019567,NaN,NaN,0.517779,-1.40114
NC_020416,NC_017057,NaN,NaN,0.517779,-1.36948
NC_020416,NC_017048,NaN,NaN,0.517779,-1.36947
NC_020416,NC_017560,NaN,NaN,0.517779,-1.36946
NC_020416,NC_017049,NaN,NaN,0.517779,-1.36949
NC_020416,NC_023003,NaN,NaN,0.517779,-1.37107
NC_020416,NC_020993,NaN,NaN,0.517779,-1.36968
NC_020416,NC_017051,NaN,NaN,0.517779,-1.36945
NC_020416,NC_017050,NaN,NaN,0.517779,-1.36947
NC_020416,NC_018414,NaN,NaN,0.517779,-1.38524
NC_020416,NC_014330,NaN,NaN,0.517779,-1.3782
NC_020416,NC_020992,NaN,NaN,0.517779,-1.3697
NC_020416,NC_017066,NaN,NaN,0.517779,-1.36894
NC_020416,NC_017062,NaN,NaN,0.517779,-1.36899
NC_020416,NC_018604,NaN,NaN,0.517779,-1.37912
NC_020416,NC_021284,NaN,NaN,0.517779,-1.37121
NC_020416,NC_017056,NaN,NaN,0.517779,-1.36944
NC_020416,NC_002771,NaN,NaN,0.517779,-1.37549
NC_020416,NC_012730,NaN,NaN,0.517779,-1.37734
NC_020416,NC_007294,NaN,NaN,0.517779,-1.37453
NC_020416,NC_015681,NaN,NaN,0.517779,-1.38131
NC_020416,NC_000963,NaN,NaN,0.517779,-1.36946
NC_020416,NC_017770,NaN,NaN,NaN,-1.35609
# Std,,86.0,NaN,0.006,0.008
NC_020477,NC_010382,132.0,NaN,NaN,-1.38862
NC_020477,NC_012108,50.0,NaN,0.484772,-1.41312
NC_020477,NC_012751,60.0,NaN,0.484772,-1.40457
NC_020477,NC_015408,NaN,NaN,0.484772,-1.39278
NC_020477,NC_017924,NaN,NaN,0.484772,-1.40151
NC_020477,NC_022439,NaN,NaN,0.484772,-1.39356
NC_020477,NC_014006,NaN,NaN,0.484772,-1.462
NC_020477,NC_009922,NaN,NaN,0.484772,-1.39446
NC_020477,NC_023004,NaN,NaN,0.484772,-1.40419
NC_020477,NC_021919,NaN,NaN,0.484772,-1.39131
NC_020477,NC_014758,NaN,NaN,0.484772,-1.3967
NC_020477,NC_022440,NaN,NaN,0.484772,-1.39342
NC_020477,NC_013511,NaN,NaN,0.484772,-1.40136
NC_020477,NC_022441,NaN,NaN,0.484772,-1.39341
NC_020477,NC_015696,NaN,NaN,0.484772,-1.39492
NC_020477,NC_019738,NaN,NaN,NaN,-1.38404
# Std,,36.527,NaN,0.0,0.017
NC_020478,NC_014551,134.0,NaN,NaN,-1.4092
NC_020478,NC_014497,NaN,NaN,0.517779,-1.39619
NC_020478,NC_018515,NaN,NaN,NaN,-1.38422
# Std,,0.0,NaN,0.0,0.01
NC_020479,NC_018065,106.0,NaN,NaN,-1.40173
NC_020479,NC_003272,50.0,NaN,0.484772,-1.39226
NC_020479,NC_017094,50.0,NaN,0.484772,-1.41007
NC_020479,NC_009802,NaN,NaN,0.484772,-1.41396
NC_020479,NC_002978,NaN,NaN,0.484772,-1.39715
NC_020479,NC_022547,NaN,NaN,0.484772,-1.40225
NC_020479,NC_007716,NaN,NaN,0.484772,-1.40311
NC_020479,NC_012440,NaN,NaN,0.484772,-1.401
NC_020479,NC_017366,NaN,NaN,0.484772,-1.41194
NC_020479,NC_018420,NaN,NaN,0.484772,-1.40284
NC_020479,NC_004917,NaN,NaN,0.484772,-1.40655
NC_020479,NC_018645,NaN,NaN,0.484772,-1.40566
NC_020479,NC_009718,NaN,NaN,0.484772,-1.39492
NC_020479,NC_017595,NaN,NaN,NaN,-1.38579
# Std,,26.399,NaN,0.0,0.007
NC_020480,NC_010382,126.0,NaN,NaN,-1.38569
NC_020480,NC_018414,NaN,NaN,0.517779,-1.39346
NC_020480,NC_015291,NaN,NaN,NaN,-1.38283
# Std,,0.0,NaN,0.0,0.004
NC_020488,NC_009439,178.0,NaN,NaN,-1.4343
NC_020488,NC_014562,84.0,NaN,0.517779,-1.39589
NC_020488,NC_017856,NaN,NaN,NaN,-1.37478
# Std,,47.0,NaN,0.0,0.025
NC_020489,NC_009428,2096.0,NaN,0.484772,-1.31214
NC_020489,NC_014034,368.0,35.0,0.484772,-1.30203
NC_020489,NC_022041,652.0,NaN,0.537086,-1.30449
NC_020489,NC_003911,52.0,NaN,NaN,-1.3018
# Std,,782.207,0.0,0.025,0.004
NC_020873,NC_003909,598.0,NaN,NaN,-1.38087
NC_020873,NC_008262,86.0,NaN,0.517779,-1.4072
NC_020873,NC_019435,NaN,NaN,0.517779,-1.4051
NC_020873,NC_017342,NaN,NaN,0.517779,-1.38953
NC_020873,NC_017238,NaN,NaN,0.517779,-1.39917
NC_020873,NC_017341,NaN,NaN,0.517779,-1.38813
NC_020873,NC_018618,NaN,NaN,0.517779,-1.39293
NC_020873,NC_010118,NaN,NaN,0.517779,-1.39196
NC_020873,NC_022113,NaN,NaN,0.517779,-1.38761
NC_020873,NC_021670,NaN,NaN,0.517779,-1.38628
NC_020873,NC_002952,NaN,NaN,0.517779,-1.38792
NC_020873,NC_008277,NaN,NaN,0.517779,-1.39927
NC_020873,NC_018676,NaN,NaN,0.517779,-1.3927
NC_020873,NC_018887,NaN,NaN,0.517779,-1.39932
NC_020873,NC_014004,NaN,NaN,0.517779,-1.39171
NC_020873,NC_004344,NaN,NaN,0.517779,-1.40031
NC_020873,NC_017331,NaN,NaN,0.517779,-1.38695
NC_020873,NC_012581,534.0,NaN,0.484772,-1.37848
# Std,,227.778,NaN,0.008,0.008
NC_020876,NC_016111,328.0,NaN,NaN,-1.34133
NC_020876,NC_017586,328.0,NaN,NaN,-1.34129
NC_020876,NC_002944,50.0,NaN,0.484772,-1.33304
NC_020876,NC_006348,56.0,NaN,0.484772,-1.37452
NC_020876,NC_006350,56.0,NaN,0.484772,-1.36455
NC_020876,NC_007434,56.0,NaN,0.484772,-1.36374
NC_020876,NC_007650,52.0,NaN,0.484772,-1.36765
NC_020876,NC_007651,56.0,NaN,0.484772,-1.36455
NC_020876,NC_007951,52.0,NaN,0.484772,-1.3477
NC_020876,NC_008060,58.0,NaN,0.484772,-1.35839
NC_020876,NC_008542,58.0,NaN,0.484772,-1.35615
NC_020876,NC_008595,56.0,NaN,0.484772,-1.33142
NC_020876,NC_008785,56.0,NaN,0.484772,-1.37427
NC_020876,NC_008836,56.0,NaN,0.484772,-1.37427
NC_020876,NC_009074,56.0,NaN,0.484772,-1.36642
NC_020876,NC_009076,56.0,NaN,0.484772,-1.36543
NC_020876,NC_009080,56.0,NaN,0.484772,-1.37581
NC_020876,NC_010508,60.0,NaN,0.484772,-1.35525
NC_020876,NC_010524,54.0,NaN,0.484772,-1.33841
NC_020876,NC_010681,56.0,NaN,0.484772,-1.35016
NC_020876,NC_011000,62.0,NaN,0.484772,-1.35616
NC_020876,NC_011420,56.0,NaN,0.484772,-1.35258
NC_020876,NC_012695,56.0,NaN,0.484772,-1.3643
NC_020876,NC_012724,56.0,NaN,0.484772,-1.34567
NC_020876,NC_013093,112.0,NaN,0.484772,-1.3494
NC_020876,NC_014212,54.0,NaN,0.484772,-1.36025
NC_020876,NC_014217,54.0,NaN,0.484772,-1.34508
NC_020876,NC_015137,50.0,NaN,0.484772,-1.35761
NC_020876,NC_015381,56.0,NaN,0.484772,-1.34524
NC_020876,NC_015422,64.0,NaN,0.484772,-1.34201
NC_020876,NC_015514,50.0,NaN,0.484772,-1.35951
NC_020876,NC_015671,56.0,NaN,0.484772,-1.35072
NC_020876,NC_016943,122.0,NaN,0.484772,-1.33646
NC_020876,NC_017075,50.0,NaN,0.484772,-1.34878
NC_020876,NC_017831,56.0,NaN,0.484772,-1.36466
NC_020876,NC_018527,56.0,NaN,0.484772,-1.36513
NC_020876,NC_018708,58.0,NaN,0.484772,-1.34194
NC_020876,NC_020126,54.0,NaN,0.484772,-1.34091
NC_020876,NC_021173,56.0,NaN,0.484772,-1.36118
NC_020876,NC_021884,56.0,NaN,0.484772,-1.36414
NC_020876,NC_022659,56.0,NaN,0.484772,-1.3642
NC_020876,NC_014817,NaN,NaN,0.484772,-1.37112
NC_020876,NC_008062,NaN,NaN,0.484772,-1.3604
NC_020876,NC_006085,NaN,NaN,0.484772,-1.33926
NC_020876,NC_012792,NaN,NaN,0.484772,-1.34363
NC_020876,NC_006087,NaN,NaN,0.484772,-1.32853
NC_020876,NC_015634,NaN,NaN,0.484772,-1.42193
NC_020876,NC_016511,NaN,NaN,0.484772,-1.3403
NC_020876,NC_014039,NaN,NaN,0.484772,-1.34013
NC_020876,NC_014540,NaN,NaN,0.484772,-1.35798
NC_020876,NC_007347,NaN,NaN,0.484772,-1.3357
NC_020876,NC_015573,NaN,NaN,0.484772,-1.39588
NC_020876,NC_021200,NaN,NaN,0.484772,-1.33427
NC_020876,NC_017535,NaN,NaN,0.484772,-1.3393
NC_020876,NC_014414,NaN,NaN,0.484772,-1.36043
NC_020876,NC_016512,NaN,NaN,0.484772,-1.3398
NC_020876,NC_016516,NaN,NaN,0.484772,-1.34038
NC_020876,NC_021085,NaN,NaN,0.484772,-1.3398
NC_020876,NC_014935,NaN,NaN,0.484772,-1.37592
NC_020876,NC_015388,NaN,NaN,0.484772,-1.38751
NC_020876,NC_017550,NaN,NaN,0.484772,-1.3401
NC_020876,NC_017534,NaN,NaN,0.484772,-1.34058
NC_020876,NC_018707,NaN,NaN,0.484772,-1.34054
NC_020876,NC_016604,52.0,NaN,NaN,-1.31353
# Std,,58.931,NaN,0.0,0.017
NC_020883,NC_017196,4610.0,NaN,0.62974,-1.36669
NC_020883,NC_017196,4610.0,NaN,0.62974,-1.36669
NC_020883,NC_014639,228.0,NaN,NaN,-1.36518
# Std,,2065.695,NaN,0.0,0.001
NC_021062,NC_012892,606.0,NaN,NaN,-1.40557
NC_021062,NC_012947,606.0,NaN,NaN,-1.40345
NC_021062,NC_012971,606.0,NaN,NaN,-1.40557
NC_021062,NC_015726,NaN,NaN,0.484772,-1.40442
NC_021062,NC_011896,NaN,NaN,0.484772,-1.38562
NC_021062,NC_008209,NaN,NaN,0.484772,-1.38649
NC_021062,NC_010581,NaN,NaN,0.484772,-1.39421
NC_021062,NC_002677,NaN,NaN,0.484772,-1.3856
NC_021062,NC_018531,NaN,NaN,NaN,-1.3731
# Std,,0.0,NaN,0.0,0.011
NC_021316,NC_020291,58.0,NaN,NaN,-1.3921
NC_021316,NC_017509,NaN,NaN,0.484772,-1.41097
NC_021316,NC_006449,NaN,NaN,0.484772,-1.38254
NC_021316,NC_021825,NaN,NaN,0.484772,-1.38986
NC_021316,NC_006360,NaN,NaN,0.484772,-1.40878
NC_021316,NC_019780,NaN,NaN,0.484772,-1.41485
NC_021316,NC_004842,NaN,NaN,0.484772,-1.41312
NC_021316,NC_007332,NaN,NaN,0.484772,-1.40942
NC_021316,NC_021283,NaN,NaN,0.484772,-1.41014
NC_021316,NC_021840,NaN,NaN,0.484772,-1.38598
NC_021316,NC_021829,NaN,NaN,0.484772,-1.3907
NC_021316,NC_018642,NaN,NaN,0.484772,-1.39271
NC_021316,NC_021182,NaN,NaN,0.484772,-1.39266
NC_021316,NC_015496,NaN,NaN,0.484772,-1.37931
NC_021316,NC_006448,NaN,NaN,0.484772,-1.38204
NC_021316,NC_017581,NaN,NaN,0.484772,-1.38077
NC_021316,NC_018585,NaN,NaN,0.484772,-1.39157
NC_021316,NC_017563,NaN,NaN,0.484772,-1.3812
NC_021316,NC_015318,NaN,NaN,0.484772,-1.3976
NC_021316,NC_021830,NaN,NaN,0.484772,-1.3916
NC_021316,NC_018584,NaN,NaN,0.484772,-1.39143
NC_021316,NC_019689,NaN,NaN,0.484772,-1.41436
NC_021316,NC_013532,NaN,NaN,0.484772,-1.41007
NC_021316,NC_017927,NaN,NaN,0.484772,-1.38138
NC_021316,NC_007295,NaN,NaN,0.484772,-1.40896
NC_021316,NC_017728,NaN,NaN,0.484772,-1.3924
NC_021316,NC_021500,NaN,NaN,0.484772,-1.44005
NC_021316,NC_008532,NaN,NaN,0.484772,-1.38278
NC_021316,NC_021827,NaN,NaN,0.484772,-1.39173
NC_021316,NC_002973,NaN,NaN,0.484772,-1.39208
NC_021316,NC_014041,NaN,NaN,0.484772,-1.39165
NC_021316,NC_021831,NaN,NaN,0.484772,-1.40672
NC_021316,NC_012488,NaN,NaN,0.484772,-1.39267
NC_021316,NC_021839,NaN,NaN,0.484772,-1.39146
NC_021316,NC_019556,NaN,NaN,0.484772,-1.392
NC_021316,NC_015275,NaN,NaN,NaN,-1.37256
# Std,,0.0,NaN,0.0,0.014
NC_021317,NC_011205,1004.0,NaN,NaN,-1.39569
NC_021317,NC_014760,NaN,NaN,0.484772,-1.4198
NC_021317,NC_008785,NaN,NaN,0.484772,-1.45739
NC_021317,NC_015725,NaN,NaN,0.484772,-1.41833
NC_021317,NC_007645,NaN,NaN,0.484772,-1.40169
NC_021317,NC_006348,NaN,NaN,0.484772,-1.45649
NC_021317,NC_019683,NaN,NaN,0.484772,-1.4241
NC_021317,NC_018077,NaN,NaN,0.484772,-1.42034
NC_021317,NC_009080,NaN,NaN,0.484772,-1.45819
NC_021317,NC_001382,NaN,NaN,NaN,-1.38637
# Std,,0.0,NaN,0.0,0.025
NC_021318,NC_016111,404.0,NaN,NaN,-1.33954
NC_021318,NC_017586,404.0,NaN,NaN,-1.33954
NC_021318,NC_008148,100.0,NaN,0.517779,-1.35816
NC_021318,NC_017934,98.0,NaN,0.517779,-1.42368
NC_021318,NC_021280,72.0,NaN,0.517779,-1.42703
NC_021318,NC_017080,NaN,NaN,0.517779,-1.34818
NC_021318,NC_021284,NaN,NaN,0.517779,-1.42906
NC_021318,NC_016604,84.0,NaN,NaN,-1.31373
# Std,,149.016,NaN,0.0,0.044
NC_021323,NC_009487,54714.0,NaN,0.8146329999999999,-1.2979
NC_021323,NC_009632,54714.0,NaN,0.8146329999999999,-1.29789
NC_021323,NC_017333,50954.0,NaN,0.820716,-1.30152
NC_021323,NC_009632,54714.0,NaN,0.8146329999999999,-1.29789
# Std,,1628.128,NaN,0.003,0.002
NC_021325,NC_008261,18680.0,NaN,0.748147,-1.26376
NC_021325,NC_008261,18680.0,NaN,0.748147,-1.26376
NC_021325,NC_020291,222.0,NaN,NaN,-1.26293
# Std,,8701.185,NaN,0.0,0.0
NC_021326,NC_021670,42554.0,NaN,0.801934,-1.31316
NC_021326,NC_016941,3938.0,36.0,0.723619,-1.3381
NC_021326,NC_022604,41938.0,NaN,0.8049,-1.33301
NC_021326,NC_021670,42554.0,NaN,0.801934,-1.31316
# Std,,16634.208,0.0,0.034,0.011
NC_021331,NC_017641,312.0,NaN,NaN,-1.37602
NC_021331,NC_017584,NaN,NaN,0.517779,-1.45193
NC_021331,NC_007643,NaN,NaN,0.517779,-1.4519
NC_021331,NC_010184,NaN,NaN,0.517779,-1.39468
NC_021331,NC_015276,52.0,NaN,NaN,-1.37384
# Std,,130.0,NaN,0.0,0.035
NC_021332,NC_017349,27810.0,NaN,0.78609,-1.32778
NC_021332,NC_016941,696.0,34.0,0.606907,-1.34982
NC_021332,NC_017349,27810.0,NaN,0.78609,-1.32778
NC_021332,NC_009641,16138.0,NaN,0.779608,-1.32488
# Std,,11127.849,0.0,0.077,0.01
NC_021334,NC_021282,998.0,NaN,NaN,-1.34506
NC_021334,NC_002696,50.0,NaN,0.484772,-1.37916
NC_021334,NC_004551,52.0,NaN,0.484772,-1.41453
NC_021334,NC_004572,52.0,NaN,0.484772,-1.41646
NC_021334,NC_007760,50.0,NaN,0.484772,-1.41331
NC_021334,NC_009511,52.0,NaN,0.484772,-1.3983
NC_021334,NC_009664,52.0,NaN,0.484772,-1.40315
NC_021334,NC_011916,50.0,NaN,0.484772,-1.37902
NC_021334,NC_012669,64.0,NaN,0.484772,-1.39732
NC_021334,NC_013172,66.0,NaN,0.484772,-1.39219
NC_021334,NC_013235,78.0,NaN,0.484772,-1.38142
NC_021334,NC_014830,50.0,NaN,0.484772,-1.38054
NC_021334,NC_014958,52.0,NaN,0.484772,-1.38447
NC_021334,NC_015312,50.0,NaN,0.484772,-1.39581
NC_021334,NC_021042,50.0,NaN,0.484772,-1.38647
NC_021334,NC_010102,NaN,NaN,0.484772,-1.39143
NC_021334,NC_011080,NaN,NaN,0.484772,-1.39091
NC_021334,NC_003197,NaN,NaN,0.484772,-1.39042
NC_021334,NC_016857,NaN,NaN,0.484772,-1.39011
NC_021334,NC_022991,NaN,NaN,0.484772,-1.38954
NC_021334,NC_007716,NaN,NaN,0.484772,-1.41474
NC_021334,NC_016856,NaN,NaN,0.484772,-1.39016
NC_021334,NC_017046,NaN,NaN,0.484772,-1.38998
NC_021334,NC_022544,NaN,NaN,0.484772,-1.3902
NC_021334,NC_011149,NaN,NaN,0.484772,-1.38968
NC_021334,NC_022664,NaN,NaN,0.484772,-1.36545
NC_021334,NC_011094,NaN,NaN,0.484772,-1.39094
NC_021334,NC_018286,NaN,NaN,0.484772,-1.36705
NC_021334,NC_014006,NaN,NaN,0.484772,-1.38197
NC_021334,NC_020286,NaN,NaN,0.484772,-1.43028
NC_021334,NC_021814,NaN,NaN,0.484772,-1.39081
NC_021334,NC_021820,NaN,NaN,0.484772,-1.38967
NC_021334,NC_017039,NaN,NaN,0.484772,-1.4304
NC_021334,NC_021984,NaN,NaN,0.484772,-1.39098
NC_021334,NC_016863,NaN,NaN,0.484772,-1.39031
NC_021334,NC_014974,NaN,NaN,0.484772,-1.41311
NC_021334,NC_017038,NaN,NaN,0.484772,-1.4304
NC_021334,NC_016831,NaN,NaN,0.484772,-1.39146
NC_021334,NC_022569,NaN,NaN,0.484772,-1.39002
NC_021334,NC_000911,NaN,NaN,0.484772,-1.43046
NC_021334,NC_017277,NaN,NaN,0.484772,-1.43041
NC_021334,NC_011294,NaN,NaN,0.484772,-1.38948
NC_021334,NC_021902,NaN,NaN,0.484772,-1.39043
NC_021334,NC_016810,NaN,NaN,0.484772,-1.39012
NC_021334,NC_017052,NaN,NaN,0.484772,-1.43038
NC_021334,NC_018290,NaN,NaN,0.484772,-1.36774
NC_021334,NC_011274,NaN,NaN,0.484772,-1.38931
NC_021334,NC_011205,NaN,NaN,0.484772,-1.38888
NC_021334,NC_022221,NaN,NaN,0.484772,-1.39148
NC_021334,NC_022525,NaN,NaN,0.484772,-1.39107
NC_021334,NC_021055,NaN,NaN,0.484772,-1.38044
NC_021334,NC_020307,NaN,NaN,0.484772,-1.3917
NC_021334,NC_021151,NaN,NaN,0.484772,-1.39027
NC_021334,NC_009523,NaN,NaN,0.484772,-1.37786
NC_021334,NC_021282,998.0,NaN,NaN,-1.34506
# Std,,312.008,NaN,0.0,0.019
NC_021336,NC_018221,160.0,NaN,NaN,-1.33442
NC_021336,NC_012806,48.0,NaN,0.517779,-1.34282
NC_021336,NC_020419,50.0,NaN,0.517779,-1.35392
NC_021336,NC_014393,48.0,NaN,NaN,-1.31168
# Std,,48.216,NaN,0.0,0.016
NC_021337,NC_004342,54.0,NaN,NaN,-1.41821
NC_021337,NC_014654,54.0,NaN,NaN,-1.39536
NC_021337,NC_017551,54.0,NaN,NaN,-1.41806
NC_021337,NC_019780,NaN,NaN,0.484772,-1.40947
NC_021337,NC_008593,NaN,NaN,0.484772,-1.39723
NC_021337,NC_013421,NaN,NaN,0.484772,-1.41478
NC_021337,NC_021500,NaN,NaN,0.484772,-1.43799
NC_021337,NC_016630,NaN,NaN,0.484772,-1.39515
NC_021337,NC_020156,NaN,NaN,0.484772,-1.3786
NC_021337,NC_010611,NaN,NaN,NaN,-1.36795
# Std,,0.0,NaN,0.0,0.02
NC_021338,NC_016111,404.0,NaN,NaN,-1.33862
NC_021338,NC_017586,404.0,NaN,NaN,-1.33862
NC_021338,NC_008148,100.0,NaN,0.517779,-1.3577
NC_021338,NC_017934,98.0,NaN,0.517779,-1.4235
NC_021338,NC_021280,72.0,NaN,0.517779,-1.42671
NC_021338,NC_017080,NaN,NaN,0.517779,-1.34879
NC_021338,NC_021284,NaN,NaN,0.517779,-1.42897
NC_021338,NC_016604,84.0,NaN,NaN,-1.31332
# Std,,149.016,NaN,0.0,0.044
NC_021342,NC_021741,378.0,NaN,NaN,-1.39616
NC_021342,NC_011989,52.0,NaN,0.517779,-1.40795
NC_021342,NC_008086,NaN,NaN,0.517779,-1.43331
NC_021342,NC_013943,NaN,NaN,0.517779,-1.42452
NC_021342,NC_018939,NaN,NaN,0.517779,-1.43441
NC_021342,NC_017921,NaN,NaN,0.517779,-1.41959
NC_021342,NC_018938,NaN,NaN,0.517779,-1.43439
NC_021342,NC_018937,NaN,NaN,0.517779,-1.4344
NC_021342,NC_020796,NaN,NaN,0.517779,-1.41197
NC_021342,NC_000915,NaN,NaN,0.517779,-1.43438
NC_021342,NC_010682,NaN,NaN,0.517779,-1.40962
NC_021342,NC_012856,NaN,NaN,0.517779,-1.41062
NC_021342,NC_014256,NaN,NaN,0.517779,-1.43468
NC_021342,NC_001382,NaN,NaN,NaN,-1.38639
# Std,,163.0,NaN,0.0,0.015
NC_021343,NC_012724,23968.0,NaN,0.761335,-1.30568
NC_021343,NC_012724,23968.0,NaN,0.761335,-1.30568
NC_021343,NC_012724,23968.0,NaN,0.761335,-1.30568
# Std,,0.0,NaN,0.0,0.0
NC_021344,NC_013353,400.0,NaN,NaN,-1.3818
NC_021344,NC_013361,400.0,NaN,NaN,-1.38191
NC_021344,NC_013364,400.0,NaN,NaN,-1.38238
NC_021344,NC_016902,400.0,NaN,NaN,-1.38238
NC_021344,NC_017635,400.0,NaN,NaN,-1.38208
NC_021344,NC_017660,400.0,NaN,NaN,-1.39007
NC_021344,NC_017664,400.0,NaN,NaN,-1.38208
NC_021344,NC_022364,400.0,NaN,NaN,-1.38382
NC_021344,NC_014121,290.0,NaN,0.517779,-1.39778
NC_021344,NC_018079,274.0,NaN,0.517779,-1.39803
NC_021344,NC_021919,NaN,NaN,0.517779,-1.3934
NC_021344,NC_013132,NaN,NaN,NaN,-1.37814
# Std,,47.335,NaN,0.0,0.007
NC_021347,NC_012522,280.0,NaN,0.484772,-1.26999
NC_021347,NC_010407,152.0,NaN,0.5507850000000001,-1.28327
NC_021347,NC_013093,158.0,NaN,0.5507850000000001,-1.28378
NC_021347,NC_014151,162.0,NaN,0.5507850000000001,-1.28336
NC_021347,NC_014318,116.0,NaN,0.5507850000000001,-1.26525
NC_021347,NC_017186,116.0,NaN,0.5507850000000001,-1.26526
NC_021347,NC_017955,164.0,NaN,0.5507850000000001,-1.2848
NC_021347,NC_018266,116.0,NaN,0.5507850000000001,-1.26526
NC_021347,NC_020990,166.0,NaN,0.5507850000000001,-1.27968
NC_021347,NC_022116,116.0,NaN,0.5507850000000001,-1.26526
NC_021347,NC_022657,144.0,NaN,NaN,-1.26394
# Std,,44.801,NaN,0.02,0.009
